INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
9dd58ed9-99e4-4320-8113-053cc995b3a3	0.95	22033741	126 These data suggest that CRF-R1 mediates the anxiogenic effects of CRF, whereas CRF-R2 may be involved in anxiolysis.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:C1QL1))
ba73b249-627e-4e26-a1da-35200bab3d2d	0.86	22033745	Together, it may be hypothesized that during the acute phase of the stress response, the increase in emotionality is evoked by CRH mediated CRHR1 activation and lienor Ucn IIl mediated CRHR2 activation, presumably in the amygdala, BNST, and/or iLS.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CRHR2))
a9742560-e0fb-41f0-91a8-9aca4c42c1bb	0.95	22033745	XREF_BIBR - XREF_BIBR Fifth, the selective (nonpeptidergic) CRHR1 antagonists (XREF_FIG), NBI-27914, CRA1000, CRA1001 (all anilinopyrimidines), and CP154526 (a pyrrolopyrimidine) inhibit the anxiogenic action of CRH XREF_BIBR, XREF_BIBR (for review, see reference 41).	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRH))
a77e2c90-3c89-4cf6-9830-24fc12bdecee	0.86	22089831	Substance P (SP) induces expression of functional corticotropin releasing hormone receptor-1 (CRHR-1) in human mast cells.	reach	p(HGNC:TAC1)	directlyIncreases	p(HGNC:CRHR1)
a9742560-e0fb-41f0-91a8-9aca4c42c1bb	0.95	22191943	Knockout and anti-sense experiments suggest that CRH-R1 mediates the effects of CRH in regulating the HPA axis and anxiety related behaviors.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRH))
91790216-c4e4-42f5-ad95-fae863a3291f	0.86	22234467	CRH-R1 antagonist antalarmin decreased GLUT1 expression while increased GLUT3 expression.	reach	p(HGNC:CRHR1)	directlyDecreases	p(HGNC:SLC2A1)
91790216-c4e4-42f5-ad95-fae863a3291f	0.86	22234467	Knockdown of CRH-R1 decreased GLUT1 expression while increased GLUT3 expression.	reach	p(HGNC:CRHR1)	directlyDecreases	p(HGNC:SLC2A1)
cdc782fd-312c-4d03-857f-94245a9ed144	0.95	22290119	Increased BNST CRF expression did not affect plasma corticosterone concentration but did decrease CRFR1 receptor density within the BNST and CRFR2 receptor density within the dorsal portion of the caudal dorsal raphe nucleus.	reach	p(HGNC:C1QL1)	directlyDecreases	act(p(HGNC:CRHR1))
cdc782fd-312c-4d03-857f-94245a9ed144	0.95	22290119	It was found that CRF OE within the BNST produced lower CRFR1 density within the BNST, and decreased CRFR2 density in the dorsal portion of the caudal DRN.	reach	p(HGNC:C1QL1)	directlyDecreases	act(p(HGNC:CRHR1))
dd97a925-948d-40c0-a7f7-67b8a5cfc09a	0.95	22290119	The lower density of CRFR1 receptors within BNST matches findings from a previous study showing that BNST CRF OE lowered BNST CRFR1 mRNA expression in mice, and aligns with previous studies implicating CRFR1 receptors as actuators of stress induced anxiety and CRF enhanced startle.	reach	p(HGNC:C1QL1)	directlyIncreases	p(HGNC:CRHR1)
1129d019-96d8-4652-b84f-daf07a3fe436	0.86	22336193	Loss of one copy of Crfr1 (Crfr1 +/-) in APP/hAbeta/PS1 animals returned resting corticosteroid levels to levels comparable to wildtype animals (XREF_FIG, p < 0.001), suggesting that a reduction in CRFR1 signaling can reverse the HPA axis perturbation seen in APP/hAbeta/PS1 animals.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:HPSE))
aede70b4-52da-40b5-b536-704b1e049096	0.86	22484018	Glucocorticoid treatment beginning in utero via administration to pregnant dams rescued GS expression in CRFR1 null offspring, indicating that CRFR1 mediated changes in cochlear GS expression depend on signaling through glucocorticoids.	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:GLUL)
748b83ee-dd42-4562-be90-b245fd42fd87	1.0	22514519	Taken together, available data largely support the idea that the main source of the CRH that activates CRFR 1 within hippocampus is the hippocampus itself.	sparser	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRHR1))
c17cf0f8-9c7a-4b61-97a9-72085c3d0999	0.95	22698524	CRHR1 knockdown impaired this effect of CRH.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CRH))
14367f12-f8b2-466b-a1b4-3450ffc2114c	1.0	22876248	Receptor endocytosis is also one of the mechanisms employed by CRH-R1 to induce ERK1/2 and p38 MAPK phosphorylation and activation intermediates.	reach	p(HGNC:CRHR1)	directlyIncreases	p(FPLX:ERK, pmod(Ph))
5462e738-7b04-4a8a-8ad1-33828856280a	0.86	22973190	Protein kinase C epsilon (PKCepsilon) has been shown to modulate CRF-R1 signaling in the CeA and transgenic mice with deletion of PKCepsilon (PKCepsilon KO mice) have shown reduced anxiety like behaviors.	reach	p(HGNC:PRKCE)	directlyIncreases	act(p(HGNC:CRHR1))
5e2d2999-be35-47e5-94df-4277338a711f	0.99	23036275	Thus, it has been generalized that activation of CRF-R1 by CRF increases anxiety like behavior whereas activation of CRF-R2 by UCN1 decreases anxiety like behavior.	reach	p(HGNC:C1QL1)	directlyIncreases	act(p(HGNC:CRHR1))
41fb7495-7a5f-43d6-9ecd-b3a0a556199f	0.88	23119089	Temperature plays a profound role in crhR expression, enhancing both crhR transcript and protein half-life, although CrhR performs divergent roles in both mechanisms.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CRHR1))
f57be3fc-f0e1-4664-8b60-4d54cd93a399	0.94	23155429	NT induces CRHR-1 expression in human LAD2 mast cells as evidenced by Western blot and FACS analysis.	reach	p(HGNC:NTS)	directlyIncreases	p(HGNC:CRHR1)
f57be3fc-f0e1-4664-8b60-4d54cd93a399	0.94	23155429	The mechanism through which NT stimulates mast cell degranulation and VEGF release, as well as CRHR-1 expression is not yet clear.	reach	p(HGNC:NTS)	directlyIncreases	p(HGNC:CRHR1)
f57be3fc-f0e1-4664-8b60-4d54cd93a399	0.94	23155429	The present findings suggest that NT can induce CRHR-1 expression and CRH can induce NTR expression on mast cells (Suppl.	reach	p(HGNC:NTS)	directlyIncreases	p(HGNC:CRHR1)
f57be3fc-f0e1-4664-8b60-4d54cd93a399	0.94	23155429	We felt that one possibility might be the ability of NT to induce CRHR-1 expression in LAD2 mast cells.	reach	p(HGNC:NTS)	directlyIncreases	p(HGNC:CRHR1)
3fdf3521-dc4b-4841-9310-9fde2cd5df56	0.98	23159531	PKA, which is activated by CRFR1 activation (via Gs and Gq proteins), also play an important role in ethanol and CRF modulation of presynaptic CeA GABA release.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:PKA))
7a70ebc4-52ec-4389-b454-672f044efed2	0.95	23159531	Thus, as with dependence induced ethanol drinking, binge like ethanol drinking is modulated by CRFR1 signaling in the CeA.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CEACAM5))
3d519729-e651-472e-a4a8-001df9a58230	0.98	23371389	CRH stimulated CRH receptor 1 (CRHR1) activates ERK1/2 depending on intracellular context.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:ERK))
c17cf0f8-9c7a-4b61-97a9-72085c3d0999	0.95	23380766	We show that CRH receptors are expressed in neurogenic areas of fetal and adult mouse brain and that CRH-R1 mediates the above effects of CRH, via activation of distinct signaling pathways, MAPK and PI3K.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CRH))
d63e5e6c-63ec-4a50-b4cd-174ac3fa1a38	0.97	23410057	The present study found that CRF can increase a latent NMDA component through CRF1 receptor-mediated PKA activation, suggesting that CRF can engage processes similar to those that generate synaptic plasticity in pain models such as arthritis.	sparser	p(FPLX:PKA)	directlyIncreases	act(p(HGNC:CRHR1))
d63e5e6c-63ec-4a50-b4cd-174ac3fa1a38	0.97	23410057	We show that CRF administered to the CeLC, a brain area that plays a critical role in the emotional-affective component of pain [ xref , xref ], enhances or triggers nocifensive and affective behaviors by increasing synaptic transmission and neuronal output through postsynaptic CRF1 receptor-mediated PKA activation.	sparser	p(FPLX:PKA)	directlyIncreases	act(p(HGNC:CRHR1))
7a70ebc4-52ec-4389-b454-672f044efed2	0.95	23470280	These findings are similar to previous results indicating that CRFR1 or CRFR2 antagonists can enhance CeA glutamatergic transmission in rats.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CEACAM5))
1129d019-96d8-4652-b84f-daf07a3fe436	0.86	23483921	A selective model of postnatal deletion of CRHR1 in the forebrain, introduced by Muller and colleagues, revealed a distinct role of CRH and CRHR1 neuronal pathways involved in behavioural regulation from those regulating HPA axis activity XREF_BIBR, with deletion of CRHR1 in limbic structures leading to aberration of anxiety like behaviours independent of the HPA axis functioning.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:HPSE))
41fb7495-7a5f-43d6-9ecd-b3a0a556199f	0.88	23487366	CRFR1 activation of CRFR1 has been associated with anxiety or depressive-like behaviors, which could be treated by administrating CRFR antagonists in patients suffering from major depression (Kehne and Cain, xref ).	sparser	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CRHR1))
3d519729-e651-472e-a4a8-001df9a58230	0.98	23538210	These data provide novel evidence that the CRHR1 triggered ERK 1/2 pathway is involved in the activation of p53 and suppression of the apoptotic bax gene by hypoxia in rat liver.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:ERK))
414dda3f-2ace-4319-b808-451296da7d88	0.95	23587111	CRH up-regulates CRHR1 and CRHR2 mRNA expression.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:CRHR1)
414dda3f-2ace-4319-b808-451296da7d88	0.95	23587111	We observed that CRH up-regulated the expression of both CRHR1 and CRHR2 in a dose dependent manner.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:CRHR1)
e0e68125-874d-4464-a102-250578ff9283	0.98	23638035	with CRH can down-regulate its own CRHR1 receptor.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:CRHR1))
9dd58ed9-99e4-4320-8113-053cc995b3a3	0.95	23688647	The CRF-R1 receptor mediates many of the anxiogenic effects of CRF and in support of this, CRF-R1 KO animals demonstrate impaired stress responses.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:C1QL1))
7a70ebc4-52ec-4389-b454-672f044efed2	0.95	23755023	In addition to its effects on CeA GABAergic neurotransmission and its functional role in EtOH induced alterations to CeA activity, CRFR1 can also enhance CeA glutamatergic neurotransmission.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CEACAM5))
474ba54e-b4ee-4c5f-bcc3-c4852d958697	0.86	23804489	A CRF-R2 selective antagonist, anti-sauvagine-30, blocked ghrelin induced glucose uptake, Ghrelin upregulated CRF-R2 but not CRF-R1 levels.	reach	p(HGNC:GHRL)	directlyIncreases	p(HGNC:CRHR1)
474ba54e-b4ee-4c5f-bcc3-c4852d958697	0.86	23804489	Des-acyl ghrelin significantly increased the expression levels of CRF-R1 (XREF_FIG) as well as CRF-R2 (XREF_FIG) in a time- and dose dependent manner.	reach	p(HGNC:GHRL)	directlyIncreases	p(HGNC:CRHR1)
e0e68125-874d-4464-a102-250578ff9283	0.98	23846219	Following the demonstration of Ucn mRNA production by C-20/A4 cells the presence of functional endogenous Ucn production was confirmed by CRFR receptor blockade (by alpha-helical CRH (9-41), a competitive inhibitor of both CRFR1 and CRFR2 receptor subclasses) and the specific depletion of Ucn ligand released into the culture medium (using an Ucn specific antibody).	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:CRHR1))
ad63a3d4-b3a8-45d8-914e-8366a8935986	0.86	24055356	Intracerebroventricular injection of a selective corticotropin releasing factor receptor 1 (CRFR1) antagonist antalarmin (1 mug/5 mul), on the contrary, completely blocked the restraint induced CPP.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(UP:Q64755))
748b83ee-dd42-4562-be90-b245fd42fd87	1.0	24065955	This increase was largely mediated by CRH activation of CRH-R1 located on NI neurons, as pre-treatment with the CRH antagonist, antalarmin, reduced the increase in relaxin-3 mRNA expression by 70–80%.	sparser	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRHR1))
f2af5c7f-6cb5-4fd3-942f-ac5f31681e44	0.99	24166410	In contrast, urocortin stimulates CRH-R1 and CRH-R2 at equal potency.	reach	p(HGNC:UCN)	directlyIncreases	act(p(HGNC:CRHR1))
a9742560-e0fb-41f0-91a8-9aca4c42c1bb	0.95	24361598	Adiponectin stimulated calcium influx and increased basal ACTH secretion without affecting corticotrophin releasing hormone (CRH)-stimulated ACTH secretion, which was most likely due to the expression of adiponectin repressing CRH receptor 1 (CRHR1).	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRH))
ad63a3d4-b3a8-45d8-914e-8366a8935986	0.86	24370534	Chronic administration of a CRF-R1 antagonist (antalarmin) blocks the environmental stress heightened cocaine CPP.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(UP:Q64755))
414dda3f-2ace-4319-b808-451296da7d88	0.95	24475032	Our findings that METH can cause increased mRNA expression of Crh and of its receptors (Crfr1 and Crhr1 and Crfr2 and Crhr2) are consistent with reports that both Crh and Crhr1 mRNA levels are increased by stress XREF_BIBR - XREF_BIBR and by intracerebral administration of CRH itself XREF_BIBR, XREF_BIBR.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:CRHR1)
32455b0c-6408-4b4f-9ba7-577fdf79fc9b	0.86	24484650	In addition, ICV injection of CRH but not UCN-3 increased plasma corticosterone concentration (P < 0.05) and decreased the diencephalic mRNA expression of CRH-R1 (P < 0.05).	reach	p(HGNC:CRH)	directlyDecreases	p(HGNC:CRHR1)
cbee0d8d-d8ed-415a-8d8a-462b1c5bb74b	0.86	24518397	At the functional level, using luciferase assay, YY1 overexpression strongly enhanced Crhr1 promoter activity (P < 0.001), whereas activity of the methylated plasmid was significantly lower (P < 0.05; XREF_FIG).	reach	p(HGNC:YY1)	directlyIncreases	act(p(HGNC:CRHR1))
cbee0d8d-d8ed-415a-8d8a-462b1c5bb74b	0.86	24518397	In vitro overexpression of YY1 positively regulated Crhr1 (XREF_FIG), thus suggesting that higher expression of YY1 in vivo after CMS mediates higher expression of Crhr1.	reach	p(HGNC:YY1)	directlyIncreases	act(p(HGNC:CRHR1))
a9742560-e0fb-41f0-91a8-9aca4c42c1bb	0.95	24705860	CRH-R1 is most likely responsible for mediating the convulsant effects of CRH in the developing brain, as selective CRH-R1 antagonists increase the latency and decrease the duration of CRH induced seizures [XREF_BIBR].	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRH))
cab6b6c5-9868-426e-9167-b0cd0e351ee6	0.86	24806691	Intra-VTA antagonism of CRFR1, but not CRFR2, inhibited the induction of locomotor cross sensitization to cocaine, whereas both prevented dopaminergic cross sensitization and escalated cocaine self administration during a 24 h " binge. "	reach	p(HGNC:CRHR2)	directlyDecreases	act(p(HGNC:CRHR1))
ade3b614-2cde-4211-98b2-c6b76b3a31f4	0.94	24817815	CRHR1 is expressed on beta cells and stimulates beta cell proliferation and insulin secretion in a glucose dependent manner; XREF_BIBR some CRHR1 variants are associated with hypertension, XREF_BIBR thus CRHR1 dysfunction may lead to hyperglycemia, T2D, and high blood pressure of MetS.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:INS))
a77e2c90-3c89-4cf6-9830-24fc12bdecee	0.86	24854026	Substance P can increase the expression of CRHR1 in mast cells in human skin XREF_BIBR.	reach	p(HGNC:TAC1)	directlyIncreases	p(HGNC:CRHR1)
414dda3f-2ace-4319-b808-451296da7d88	0.95	24949572	Both CRF and CRFR1 mRNA levels are increased by stress and by intracerebral administration of CRH itself.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:CRHR1)
b7a016ed-0a17-4dda-8172-ca8df264669b	0.95	25262980	Another hypothesis for the increased mPFC 5-HT is that blockade of CRF-R1 may cause relative activation of CRF-R2, stimulating 5-HT flow.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRHR2))
748b83ee-dd42-4562-be90-b245fd42fd87	1.0	25317845	Although dissection of potential contributions of cytokines signals can be difficult or impossible to quantitate in this experimental setting, the most logical explanation would be the activation of CRH-R1 in anterior pituitary by the circulating natural ligands : CRH and Ucn, induced by UVB, to initiate the following cascade of HPA activity : CRH + Ucn --> CRH-R1 --> POMC --> ACTH --> MC2R --> CORT To substantiate this hypothesis, we employed hypophysectomized mice.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRHR1))
f2af5c7f-6cb5-4fd3-942f-ac5f31681e44	0.99	25317845	Although dissection of potential contributions of cytokines signals can be difficult or impossible to quantitate in this experimental setting, the most logical explanation would be the activation of CRH-R1 in anterior pituitary by the circulating natural ligands : CRH and Ucn, induced by UVB, to initiate the following cascade of HPA activity : CRH + Ucn --> CRH-R1 --> POMC --> ACTH --> MC2R --> CORT To substantiate this hypothesis, we employed hypophysectomized mice.	reach	p(HGNC:UCN)	directlyIncreases	act(p(HGNC:CRHR1))
de6e1055-a9bb-403f-8051-bcebab33094a	0.86	25324488	5.2 CRFR1 mediated upregulation of IRS2 and PI3K dependent activation of AKT in beta cells.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:AKT))
4a407db2-cb38-495f-8415-5d0f93e69027	0.97	25324488	Additionally, CRFR1 signalling prevented cytokine mediated decrease in AKT phosphorylation as well as dephosphorylation of the AKT target BAD, all favouring survival.	reach	p(HGNC:CRHR1)	directlyIncreases	p(FPLX:AKT, pmod(Ph))
4a407db2-cb38-495f-8415-5d0f93e69027	0.97	25324488	Additionally, CRFR1 signalling prevented cytokine mediated decrease in AKT phosphorylation as well as dephosphorylation of the AKT target BAD, all favouring survival.	reach	p(HGNC:CRHR1)	directlyIncreases	p(FPLX:AKT, pmod(Ph))
bce8f4d5-1074-4017-beec-76e10a7d374e	0.92	25324488	In rat and mouse insulin secreting cell lines (INS-1 and MIN6) CRFR1 agonists upregulated insulin receptor substrate 2 (IRS2) expression, increased AKT activation, counteracted cytokine mediated decrease in BAD phosphorylation, and inhibited apoptosis.	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:IRS2)
14367f12-f8b2-466b-a1b4-3450ffc2114c	1.0	25324488	Surprisingly, cytokine induced ERK1/2 phosphorylation was potentiated by CRFR1 agonists in INS-1 cells.	reach	p(HGNC:CRHR1)	directlyIncreases	p(FPLX:ERK, pmod(Ph))
de6e1055-a9bb-403f-8051-bcebab33094a	0.86	25324488	These data suggest that the CRFR1 selective agonists can activate AKT and inhibit apoptosis in cultured human islets.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:AKT))
bce8f4d5-1074-4017-beec-76e10a7d374e	0.92	25324488	To investigate if CRFR1 agonists could increase IRS2 expression in beta cells, INS-1 cells were treated with oCRF or rUcn1 for various time points ranging from 30 min to 24 h. From this experiment we conclude that CRFR1 activation leads to increased protein levels of IRS2, peaking at around 8 h of treatment (XREF_FIG).	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:IRS2)
3fdf3521-dc4b-4841-9310-9fde2cd5df56	0.98	25324488	Together these data suggest CRFR1 mediated PKA dependent upregulation of IRS2 precedes AKT activation.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:PKA))
bce8f4d5-1074-4017-beec-76e10a7d374e	0.92	25324488	We have previously demonstrated robust CRFR1 mediated increase in CREB phosphorylation and in the current study reveal a time- and PKA dependent increase in IRS2 protein expression following CRFR1 activation in INS-1 cells peaking before maximum AKT activation.	reach	p(HGNC:CRHR1)	directlyIncreases	p(HGNC:IRS2)
ade3b614-2cde-4211-98b2-c6b76b3a31f4	0.94	25324488	We have previously shown that CRFR1 activation increases insulin secretion from pancreatic islets.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:INS))
39e27285-c551-468f-8516-956957c502ea	0.86	25349575	XREF_BIBR CRHR1 exerted vasoprotective effects during vascular inflammation : blockade of CRHR1 significantly increased the tumor necrosis factor induced expression of vascular adhesion molecule-1 and E-selectin in human aortic endothelial cells.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:TNF))
e0e68125-874d-4464-a102-250578ff9283	0.98	25573209	Stimulation or inhibition of the CRHR1 by CRH, related peptide analogues, non-peptide agonists or antagonists will precipitate or inhibit behavioral, neuroendocrine and sympathetic stress responses.	sparser	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:CRHR1))
7a70ebc4-52ec-4389-b454-672f044efed2	0.95	25716197	Together, these findings suggest that CRF may modulate CeA glutamatergic signaling and that this mechanism could have more functional relevance to anxiety like behaviors, and potentially ethanol related behaviors, than CRFR modulation of CeA GABAergic signaling.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:CEACAM5))
e3e6178e-080d-4317-95e7-73b96cb8ad5b	0.86	25806005	For example, in two different transgenic mouse models of AD, the pre-stress application of a CRF receptor Type 1 (CRFr1) antagonist prevented the stress induced accumulation of Abeta, tau aggregation, neurodegeneration, and memory impairments.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:APP))
d63e5e6c-63ec-4a50-b4cd-174ac3fa1a38	0.97	25846623	CRF increased a latent NMDA receptor-mediated synaptic component through CRF1 receptor-mediated PKA activation.	sparser	p(FPLX:PKA)	directlyIncreases	act(p(HGNC:CRHR1))
751e5d4d-1283-4ef7-87bf-0647942dc2e9	0.86	25964433	They also suggest that direct targeting of CRF might be necessary to effectively modulate this pathway for therapeutic benefit in AD, as CRFR1 antagonists increase Abeta and in some cases preferentially increase Abeta42 via complex effects on gamma-secretase.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:APP))
751e5d4d-1283-4ef7-87bf-0647942dc2e9	0.86	25964433	Unexpectedly, CRFR1 antagonists also increased Abeta.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:APP))
5b231598-ce01-40b9-8bc3-5180bf94cc93	0.86	25998380	By evaluating the cAMP accumulation in the CRFR1 or CRFR2 expressing HEK293 cells, we demonstrated that P7 blocking the function of CRFR1, but not CRFR2.	reach	p(HGNC:SLC10A7)	directlyDecreases	act(p(HGNC:CRHR1))
5b231598-ce01-40b9-8bc3-5180bf94cc93	0.86	25998380	Taken together, we reveal that P7, a novel polypeptide identified from phage display library, inhibits the function of CRFR1 effectively and specifically by binding at its EC1 domain.	reach	p(HGNC:SLC10A7)	directlyDecreases	act(p(HGNC:CRHR1))
382a7567-9ed2-4d0a-a45e-4a6abf33b8e8	0.86	26074770	Although the CRFR 1 is usually classified as GPCR that is coupled to Galpha s (activation of adenylcyclase), there are several reports that CRFR 1 signaling can activate Galpha q/11 cascades as well.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:"G_alpha"))
9dd58ed9-99e4-4320-8113-053cc995b3a3	0.95	26074770	CRFR 1 Mediate the Actions of CRF in PC.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:C1QL1))
5e2d2999-be35-47e5-94df-4277338a711f	0.99	26074770	Induction of DOI Activity is Dependent on Previous CRF Activation of CRFR 1 .	sparser	p(HGNC:C1QL1)	directlyIncreases	act(p(HGNC:CRHR1))
e48394bf-81d6-4b17-8440-dff6779f8da4	0.95	26074770	It has been previously reported that CRFR 1 potentiates 5-HT 2 R mediated signaling in vitro.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:HTR2A))
382a7567-9ed2-4d0a-a45e-4a6abf33b8e8	0.86	26074770	It is more likely that divergent actions of CRF are, at least, in part due to divergent signaling pathways as other studies have shown that CRFR 1 can activate either Galpha s or Galpha q/11 signaling.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:"G_alpha"))
4a407db2-cb38-495f-8415-5d0f93e69027	0.97	26110874	CRH via CRHR1 induced phosphorylation of Akt, and blockade of this pathway abrogated the effect of CRH on ABCA-1 expression ( xref ).	sparser	p(HGNC:CRHR1)	directlyIncreases	p(FPLX:AKT, pmod(Ph))
60933417-a6e1-4e7a-8ffb-6f7cdbeb41f3	0.94	26216727	Based on the previous and the present results we conclude that CRFR1 agonists can activate the HPA axis not only directly, but also indirectly by increasing the amygdalar GABA release and decreasing the hippocampal glutamate release.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:HPSE))
14e39c99-8a80-4a05-80d4-9b78eca715e5	0.95	26352593	However, depending on its cellular localization and context, CRHR1 can activate multiple G proteins, which can trigger alternative second messengers [ xref ].	sparser	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:"G_protein"))
14e39c99-8a80-4a05-80d4-9b78eca715e5	0.95	26352593	However, depending on its cellular localization and context, CRHR1 can activate multiple G proteins, which can trigger alternative second messengers [XREF_BIBR].	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(FPLX:"G_protein"))
b7a016ed-0a17-4dda-8172-ca8df264669b	0.95	26403083	Intra-VTA antagonism of CRF-R2, but not CRF-R1, prevents the repeated stress induced extracellular dopamine increase in the NAcSh.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRHR2))
b7a016ed-0a17-4dda-8172-ca8df264669b	0.95	26403083	Intra-VTA antagonism of CRF-R2, but not CRF-R1, prevents the repeated stress induced extracellular dopamine increase in the mPFC.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRHR2))
b7a016ed-0a17-4dda-8172-ca8df264669b	0.95	26403083	Similarly, intra-VTA antagonism of CRF-R2, but not CRF-R1, prevented the stress induced dopamine increase in the NAcSh during stress (XREF_FIG).	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:CRHR2))
4d7fe955-7969-4f82-81de-67547f13da94	0.86	26454419	According to the proposed opposing actions of CRHR1 and CRHR2 in control of anxiety related serotonergic systems, local blockade of CRHR1 in the DR increased acoustic startle induced TPH2 activity in the DRD and DRC and in the DRV.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:TPH2))
4d7fe955-7969-4f82-81de-67547f13da94	0.86	26454419	Local CRHR2 blockade prevents, while CRHR1 blockade potentiates stress induced TPH2 activity.	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:TPH2))
e3e6178e-080d-4317-95e7-73b96cb8ad5b	0.86	26555315	In particular, our recently published work demonstrates that genetic ablation of CRFR1 greatly reduces the production of APP CTFs and accumulation of Abeta in the brains of AD mice [XREF_BIBR].	reach	p(HGNC:CRHR1)	directlyDecreases	act(p(HGNC:APP))
f53765a2-e6c4-439d-959a-a4a77b58fcf5	0.86	26576941	XREF_BIBR have shown that an acute CRF-R1 antagonist significantly increased spontaneously active dopamine neuronal firing in the NAc.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:NLRP1))
611bcd57-b426-44fe-99f5-8f6b808f21e3	0.92	26630389	After the infusion, dams treated with the CRF-R1 agonist showed significantly less nursing at t +30 min compared with the previous time-point (p = 0.02), as well as at t +30 min, t +60 min, t +90 min and t +300 min (p < 0.01 in each case) compared with the VEH treated rats.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:"SMAD5-AS1"))
611bcd57-b426-44fe-99f5-8f6b808f21e3	0.92	26630389	Before the infusion, dams treated with the CRF-R1 antagonist (p = 0.03) or CRF-R2 agonist (p < 0.01) displayed more ABN at t-30min compared with the VEH group.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:"SMAD5-AS1"))
611bcd57-b426-44fe-99f5-8f6b808f21e3	0.92	26630389	Dams treated with the CRF-R1 agonist (p < 0.01) or CRF-R2 agonist (p < 0.01) showed a significant reduction in nursing compared with those treated with VEH.	reach	p(HGNC:CRHR1)	directlyIncreases	act(p(HGNC:"SMAD5-AS1"))
